Order ID,Customer ID,Category,Sales,Quantity,Discount,Profit,Region,Order Date,Ship Mode,Sub-Category
ORD-0530,CUST-5268,Technology,288.24,6,0.14,-199.55,West,2022-07-04,Second Class,Machines
ORD-0531,CUST-5748,Technology,181.76,9,0.06,157.62,West,2022-06-07,Standard Class,Accessories
ORD-0532,CUST-5849,Office Supplies,385.95,8,0.32,-114.41,West,2023-09-14,First Class,Labels
ORD-0533,CUST-4709,Furniture,803.43,8,0.04,-147.76,South,2022-04-09,Second Class,Bookcases
ORD-0534,CUST-7619,Furniture,398.17,1,0.07,-81.24,East,2022-08-29,First Class,Chairs
ORD-0535,CUST-9647,Technology,753.26,5,0.32,-10.05,Central,2023-05-06,Same Day,Machines
ORD-0536,CUST-4072,Technology,134.23,7,0.17,37.95,Central,2022-07-21,Same Day,Phones
ORD-0537,CUST-7530,Technology,775.04,6,0.35,-177.71,West,2023-09-26,First Class,Machines
ORD-0538,CUST-1504,Technology,244.56,5,0.28,285.29,South,2023-05-24,Second Class,Phones
ORD-0539,CUST-2214,Office Supplies,680.62,8,0.13,158.03,East,2023-09-21,First Class,Art
ORD-0540,CUST-2531,Furniture,570.12,3,0.33,-38.4,East,2022-04-06,Standard Class,Chairs
ORD-0541,CUST-8576,Technology,929.85,6,0.06,-40.65,Central,2023-05-05,Standard Class,Copiers
ORD-0542,CUST-1823,Office Supplies,393.45,5,0.27,24.27,West,2023-08-02,First Class,Art
ORD-0543,CUST-1928,Technology,75.5,8,0.22,113.12,Central,2022-08-06,Standard Class,Machines
ORD-0544,CUST-6029,Technology,28.96,4,0.13,-126.81,Central,2023-06-11,First Class,Machines
ORD-0545,CUST-1133,Furniture,828.59,8,0.3,-105.54,East,2022-09-30,Standard Class,Furnishings
ORD-0546,CUST-3105,Technology,529.49,2,0.44,229.72,South,2022-08-07,First Class,Copiers
ORD-0547,CUST-4627,Furniture,777.49,9,0.5,-71.87,East,2023-10-21,Standard Class,Tables
ORD-0548,CUST-7316,Furniture,242.08,9,0.3,-9.9,Central,2022-11-28,Second Class,Tables
ORD-0549,CUST-2852,Furniture,351.63,6,0.2,235.64,West,2023-03-29,Second Class,Bookcases
ORD-0550,CUST-5910,Office Supplies,39.8,4,0.11,131.57,West,2022-06-01,Standard Class,Art
ORD-0551,CUST-5175,Office Supplies,961.88,4,0.13,-29.14,South,2022-12-13,First Class,Labels
ORD-0552,CUST-6348,Furniture,671.19,6,0.24,141.85,South,2023-02-18,Standard Class,Furnishings
ORD-0553,CUST-7190,Technology,933.87,5,0.18,-190.16,South,2023-06-11,Same Day,Machines
ORD-0554,CUST-2256,Furniture,272.84,6,0.46,167.82,Central,2023-03-07,Same Day,Tables
ORD-0555,CUST-4376,Technology,615.35,7,0.18,43.51,Central,2023-01-14,First Class,Accessories
ORD-0556,CUST-6645,Furniture,681.71,7,0.19,206.59,South,2023-03-04,Standard Class,Bookcases
ORD-0557,CUST-4486,Technology,324.37,9,0.19,277.32,West,2022-03-25,Standard Class,Accessories
ORD-0558,CUST-4584,Office Supplies,849.63,8,0.42,262.89,West,2022-07-11,Second Class,Labels
ORD-0559,CUST-9053,Technology,947.69,6,0.33,254.63,West,2022-02-10,First Class,Machines
ORD-0560,CUST-4330,Furniture,886.01,6,0.31,56.08,Central,2022-11-05,Same Day,Furnishings
ORD-0561,CUST-3703,Office Supplies,741.68,5,0.17,-19.93,East,2023-01-13,Same Day,Labels
ORD-0562,CUST-9662,Technology,284.69,1,0.41,32.52,West,2022-05-16,First Class,Machines
ORD-0563,CUST-9120,Technology,288.8,9,0.02,144.95,West,2022-04-16,Same Day,Phones
ORD-0564,CUST-8114,Technology,963.73,9,0.44,242.0,West,2023-06-03,First Class,Copiers
ORD-0565,CUST-2353,Technology,20.18,9,0.26,-96.51,South,2023-06-26,Same Day,Copiers
ORD-0566,CUST-6063,Technology,718.89,8,0.2,259.1,Central,2022-05-06,Same Day,Accessories
ORD-0567,CUST-9549,Office Supplies,709.18,3,0.25,207.59,South,2022-12-23,First Class,Labels
ORD-0568,CUST-8575,Office Supplies,626.46,1,0.33,289.43,South,2023-02-04,First Class,Binders
ORD-0569,CUST-1667,Office Supplies,990.21,8,0.01,240.13,East,2022-03-20,Same Day,Labels
ORD-0570,CUST-5468,Office Supplies,318.76,7,0.44,-60.03,South,2023-01-24,Same Day,Labels
ORD-0571,CUST-7819,Furniture,346.57,5,0.22,-147.02,East,2023-08-02,Second Class,Tables
ORD-0572,CUST-4719,Office Supplies,88.15,7,0.17,-143.88,South,2023-06-19,Standard Class,Binders
ORD-0573,CUST-3745,Technology,448.37,4,0.07,-54.39,West,2023-12-02,First Class,Phones
ORD-0574,CUST-8483,Technology,268.44,9,0.22,107.09,Central,2022-03-15,First Class,Copiers
ORD-0575,CUST-1539,Office Supplies,349.95,2,0.25,202.16,South,2022-01-05,Standard Class,Labels
ORD-0576,CUST-5964,Technology,836.23,9,0.2,249.63,East,2023-04-08,Second Class,Phones
ORD-0577,CUST-5835,Office Supplies,936.13,9,0.34,111.88,Central,2022-03-23,Same Day,Art
ORD-0578,CUST-4775,Technology,193.88,5,0.21,-197.18,East,2023-06-21,Same Day,Phones
ORD-0579,CUST-7042,Furniture,378.78,1,0.48,-106.84,West,2023-02-09,Second Class,Furnishings
ORD-0580,CUST-8102,Furniture,929.34,7,0.3,-150.14,South,2023-05-29,Second Class,Bookcases
ORD-0581,CUST-8312,Office Supplies,71.19,4,0.4,-18.34,Central,2022-10-05,Standard Class,Binders
ORD-0582,CUST-6320,Office Supplies,101.44,9,0.05,50.68,West,2022-08-12,Standard Class,Paper
ORD-0583,CUST-7132,Office Supplies,171.16,6,0.2,-178.3,South,2023-08-07,Same Day,Binders
ORD-0584,CUST-8891,Technology,599.26,3,0.17,-25.76,South,2022-03-09,Second Class,Machines
ORD-0585,CUST-3779,Office Supplies,158.97,6,0.28,-110.41,East,2022-11-16,Second Class,Paper
ORD-0586,CUST-1924,Furniture,968.4,6,0.43,123.54,East,2023-08-29,Same Day,Chairs
ORD-0587,CUST-2581,Technology,452.25,5,0.04,32.14,West,2022-01-19,Same Day,Phones
ORD-0588,CUST-8714,Office Supplies,506.5,2,0.04,47.66,East,2023-10-02,Same Day,Art
ORD-0589,CUST-4324,Technology,254.19,2,0.43,13.85,West,2022-12-09,Same Day,Machines
ORD-0590,CUST-6713,Technology,476.25,7,0.11,278.01,West,2023-08-17,Same Day,Phones
ORD-0591,CUST-8026,Office Supplies,665.29,2,0.33,-92.63,West,2022-12-09,Standard Class,Binders
ORD-0592,CUST-1255,Technology,753.67,6,0.27,58.33,East,2022-04-07,Same Day,Phones
ORD-0593,CUST-5804,Furniture,756.33,5,0.42,168.01,Central,2022-02-21,Second Class,Furnishings
ORD-0594,CUST-2838,Furniture,582.11,4,0.06,78.42,West,2022-06-24,First Class,Tables
ORD-0595,CUST-1009,Technology,905.32,7,0.06,264.51,Central,2022-12-04,Standard Class,Machines
ORD-0596,CUST-3871,Office Supplies,819.23,8,0.28,-11.02,South,2023-11-25,Second Class,Art
ORD-0597,CUST-9989,Technology,759.48,4,0.47,31.84,East,2022-12-19,First Class,Copiers
ORD-0598,CUST-8409,Furniture,65.05,1,0.21,-155.74,East,2023-01-26,Standard Class,Furnishings
ORD-0599,CUST-8418,Technology,16.81,1,0.16,104.5,Central,2022-04-25,Same Day,Phones
ORD-0600,CUST-6124,Technology,220.32,1,0.3,-55.89,South,2022-12-14,Standard Class,Phones
ORD-0601,CUST-2015,Furniture,666.89,1,0.47,-119.85,South,2022-01-01,Same Day,Tables
ORD-0602,CUST-3193,Technology,417.09,5,0.42,72.27,West,2022-03-04,Same Day,Machines
ORD-0603,CUST-9415,Technology,408.38,4,0.5,66.16,East,2022-08-14,Same Day,Machines
ORD-0604,CUST-8449,Office Supplies,885.74,9,0.01,-162.06,South,2023-02-27,First Class,Binders
ORD-0605,CUST-5158,Office Supplies,896.61,3,0.06,149.11,South,2022-01-19,Standard Class,Art
ORD-0606,CUST-4925,Furniture,910.08,7,0.3,111.89,West,2022-01-31,Same Day,Bookcases
ORD-0607,CUST-7970,Furniture,320.74,8,0.41,-105.49,West,2023-09-25,Second Class,Tables
ORD-0608,CUST-7938,Furniture,694.15,6,0.14,34.72,Central,2022-01-24,Standard Class,Tables
ORD-0609,CUST-5784,Office Supplies,278.92,1,0.12,160.16,East,2022-07-30,Second Class,Art
ORD-0610,CUST-5000,Furniture,198.7,8,0.39,64.72,South,2022-06-10,First Class,Furnishings
ORD-0611,CUST-2633,Furniture,192.79,3,0.03,-2.26,Central,2022-09-12,First Class,Tables
ORD-0612,CUST-8266,Furniture,348.69,8,0.18,-38.83,East,2023-07-25,Standard Class,Chairs
ORD-0613,CUST-9702,Office Supplies,435.66,4,0.25,105.2,Central,2022-04-24,First Class,Labels
ORD-0614,CUST-1384,Technology,832.64,8,0.28,269.55,East,2023-05-19,First Class,Phones
ORD-0615,CUST-1404,Furniture,128.69,1,0.36,135.87,East,2023-11-03,Standard Class,Tables
ORD-0616,CUST-9175,Technology,737.58,3,0.18,-162.63,South,2022-08-08,Second Class,Copiers
ORD-0617,CUST-3000,Furniture,536.14,6,0.31,30.34,East,2022-12-23,Same Day,Tables
ORD-0618,CUST-6989,Technology,295.07,9,0.29,245.41,West,2022-06-18,Standard Class,Copiers
ORD-0619,CUST-2460,Office Supplies,497.89,2,0.27,-152.77,South,2023-06-08,Standard Class,Labels
ORD-0620,CUST-8190,Office Supplies,306.94,1,0.32,294.44,West,2022-08-30,Same Day,Paper
ORD-0621,CUST-8140,Furniture,600.12,3,0.13,274.53,Central,2023-01-10,Second Class,Tables
ORD-0622,CUST-4636,Technology,439.51,4,0.04,-160.86,Central,2022-05-19,Same Day,Accessories
ORD-0623,CUST-5809,Office Supplies,172.76,5,0.06,266.71,East,2022-04-07,Same Day,Labels
ORD-0624,CUST-5178,Furniture,125.42,3,0.11,-18.43,East,2022-05-27,Second Class,Chairs
ORD-0625,CUST-8245,Furniture,551.23,2,0.25,222.35,West,2022-07-01,Second Class,Chairs
ORD-0626,CUST-7600,Office Supplies,903.39,2,0.42,9.19,West,2022-02-26,Same Day,Art
ORD-0627,CUST-6997,Office Supplies,350.52,7,0.35,20.43,West,2022-02-11,Same Day,Paper
ORD-0628,CUST-3048,Furniture,735.67,9,0.39,117.12,Central,2023-12-12,Standard Class,Chairs
ORD-0629,CUST-5780,Technology,662.07,2,0.18,187.24,West,2023-06-27,Second Class,Machines
ORD-0630,CUST-1716,Technology,932.24,7,0.2,-183.11,South,2023-11-23,First Class,Accessories
ORD-0631,CUST-8939,Technology,822.77,7,0.2,96.58,South,2022-01-02,Second Class,Copiers
ORD-0632,CUST-6565,Furniture,570.94,7,0.1,-106.63,Central,2022-10-15,Same Day,Chairs
ORD-0633,CUST-5544,Office Supplies,660.46,3,0.03,-27.03,West,2022-05-18,Same Day,Labels
ORD-0634,CUST-5976,Furniture,899.4,7,0.3,-26.02,West,2023-09-09,Same Day,Furnishings
ORD-0635,CUST-4419,Office Supplies,405.52,1,0.49,34.53,East,2023-05-27,Same Day,Art
ORD-0636,CUST-8239,Technology,333.53,1,0.08,-32.93,South,2023-12-31,First Class,Phones
ORD-0637,CUST-1249,Technology,20.7,5,0.02,-146.32,Central,2022-08-10,Second Class,Accessories
ORD-0638,CUST-9865,Office Supplies,828.29,2,0.39,-127.19,West,2022-11-27,First Class,Labels
ORD-0639,CUST-1770,Office Supplies,802.97,9,0.13,-183.28,East,2023-09-09,First Class,Art
ORD-0640,CUST-5363,Furniture,113.41,7,0.41,35.12,Central,2023-02-08,Same Day,Furnishings
ORD-0641,CUST-2077,Technology,581.09,4,0.35,277.22,Central,2023-05-23,First Class,Machines
ORD-0642,CUST-9427,Furniture,469.34,4,0.47,-142.16,South,2022-05-07,Same Day,Chairs
ORD-0643,CUST-9580,Furniture,127.52,2,0.2,273.13,West,2022-09-22,Same Day,Chairs
ORD-0644,CUST-8901,Furniture,980.76,5,0.33,166.68,Central,2023-12-13,Same Day,Tables
ORD-0645,CUST-5858,Technology,222.55,4,0.23,118.75,East,2022-01-15,First Class,Machines
ORD-0646,CUST-7544,Furniture,76.56,1,0.32,122.64,East,2022-08-14,Same Day,Bookcases
ORD-0647,CUST-5719,Furniture,598.9,8,0.22,213.36,Central,2022-04-15,First Class,Furnishings
ORD-0648,CUST-3814,Furniture,741.48,3,0.09,-146.54,East,2023-05-08,Second Class,Bookcases
ORD-0649,CUST-4374,Furniture,42.12,6,0.25,52.38,Central,2022-11-15,Same Day,Furnishings
ORD-0650,CUST-2252,Furniture,662.13,4,0.26,148.55,East,2022-08-07,Standard Class,Bookcases
ORD-0651,CUST-7996,Furniture,536.97,9,0.41,93.41,Central,2022-10-04,Standard Class,Furnishings
ORD-0652,CUST-5673,Technology,112.23,7,0.37,216.39,Central,2022-12-07,Standard Class,Machines
ORD-0653,CUST-5530,Furniture,180.8,9,0.33,-163.86,Central,2023-03-28,Standard Class,Tables
ORD-0654,CUST-7881,Office Supplies,572.29,3,0.06,145.35,East,2023-01-04,Standard Class,Binders
ORD-0655,CUST-7949,Furniture,303.39,1,0.36,67.01,Central,2023-04-19,First Class,Chairs
ORD-0656,CUST-7241,Furniture,938.93,5,0.25,-10.42,South,2022-07-09,Second Class,Bookcases
ORD-0657,CUST-9017,Technology,820.55,3,0.45,-29.86,Central,2023-02-23,First Class,Machines
ORD-0658,CUST-7941,Technology,983.73,6,0.46,110.42,West,2023-12-11,Same Day,Machines
ORD-0659,CUST-8002,Office Supplies,267.07,8,0.03,245.5,West,2023-05-10,Second Class,Binders
ORD-0660,CUST-2331,Office Supplies,970.03,4,0.41,48.09,South,2022-02-08,Second Class,Art
ORD-0661,CUST-5261,Technology,436.92,5,0.02,212.36,Central,2022-06-11,Second Class,Accessories
ORD-0662,CUST-8648,Technology,354.04,5,0.18,1.08,West,2022-05-01,Second Class,Accessories
ORD-0663,CUST-6115,Furniture,59.85,4,0.27,-148.8,Central,2023-02-03,Standard Class,Tables
ORD-0664,CUST-5637,Technology,62.24,4,0.07,-169.25,West,2022-09-19,Same Day,Machines
ORD-0665,CUST-5854,Office Supplies,695.09,4,0.37,-174.33,East,2023-12-29,Second Class,Art
ORD-0666,CUST-4177,Furniture,463.35,4,0.0,-9.92,East,2023-07-15,Second Class,Chairs
ORD-0667,CUST-8730,Office Supplies,234.26,4,0.08,-31.38,South,2023-08-27,Standard Class,Labels
ORD-0668,CUST-3180,Furniture,617.83,5,0.29,158.97,South,2022-05-09,First Class,Furnishings
ORD-0669,CUST-5892,Technology,260.33,2,0.36,171.41,Central,2023-06-24,First Class,Accessories
ORD-0670,CUST-8043,Office Supplies,581.86,2,0.46,-174.57,South,2022-12-22,First Class,Art
ORD-0671,CUST-1137,Furniture,365.62,9,0.35,-89.44,Central,2023-10-22,Same Day,Bookcases
ORD-0672,CUST-7327,Furniture,825.32,2,0.34,-62.87,East,2023-03-08,First Class,Tables
ORD-0673,CUST-4472,Technology,822.49,6,0.2,73.81,East,2022-03-06,Second Class,Accessories
ORD-0674,CUST-6449,Technology,482.58,2,0.0,-127.74,West,2022-08-06,Standard Class,Accessories
ORD-0675,CUST-3832,Technology,357.31,5,0.06,-133.03,Central,2023-07-17,Standard Class,Machines
ORD-0676,CUST-4579,Office Supplies,368.93,4,0.27,271.89,East,2023-03-03,First Class,Labels
ORD-0677,CUST-6971,Furniture,807.66,7,0.34,202.1,East,2022-03-15,Standard Class,Furnishings
ORD-0678,CUST-5164,Technology,334.9,7,0.21,-109.67,Central,2023-04-05,Second Class,Phones
ORD-0679,CUST-8941,Office Supplies,216.97,6,0.37,3.28,West,2023-03-01,First Class,Binders
ORD-0680,CUST-6569,Office Supplies,93.84,5,0.26,-22.19,West,2023-12-12,Second Class,Art
ORD-0681,CUST-5300,Office Supplies,472.03,1,0.04,195.5,West,2022-07-11,Same Day,Paper
ORD-0682,CUST-7269,Technology,487.31,3,0.1,55.11,West,2022-07-08,Second Class,Accessories
ORD-0683,CUST-4818,Technology,842.5,9,0.42,-136.08,East,2022-01-12,Second Class,Machines
ORD-0684,CUST-2906,Furniture,229.03,1,0.36,169.5,Central,2022-08-27,Second Class,Chairs
ORD-0685,CUST-7254,Furniture,387.18,5,0.45,-1.56,Central,2023-08-16,Second Class,Tables
ORD-0686,CUST-1760,Technology,810.32,2,0.06,-68.54,East,2023-03-29,Same Day,Copiers
ORD-0687,CUST-8830,Office Supplies,825.39,4,0.5,-12.25,East,2023-01-18,First Class,Paper
ORD-0688,CUST-8350,Office Supplies,390.76,1,0.1,48.88,East,2022-02-17,Second Class,Labels
ORD-0689,CUST-7238,Office Supplies,464.53,3,0.01,-28.44,South,2022-11-13,First Class,Labels
ORD-0690,CUST-7090,Furniture,310.25,7,0.5,-79.05,Central,2022-07-28,Standard Class,Chairs
ORD-0691,CUST-7031,Office Supplies,933.23,3,0.14,-0.75,Central,2023-07-01,Second Class,Art
ORD-0692,CUST-8687,Furniture,127.46,4,0.33,-190.41,Central,2022-04-29,Second Class,Bookcases
ORD-0693,CUST-9472,Furniture,934.41,2,0.09,186.25,West,2023-07-31,Standard Class,Tables
ORD-0694,CUST-2887,Office Supplies,687.03,3,0.29,-114.53,East,2022-11-11,First Class,Art
ORD-0695,CUST-4266,Office Supplies,536.26,9,0.45,-178.05,East,2022-02-05,Same Day,Paper
ORD-0696,CUST-1666,Technology,42.33,3,0.16,126.85,East,2023-04-08,Second Class,Accessories
ORD-0697,CUST-5188,Technology,480.84,5,0.34,186.97,South,2023-07-08,Standard Class,Phones
ORD-0698,CUST-1671,Office Supplies,413.67,2,0.09,206.91,Central,2023-08-04,Standard Class,Art
ORD-0699,CUST-7777,Furniture,169.61,4,0.31,46.75,East,2023-02-07,Second Class,Furnishings
ORD-0700,CUST-8570,Furniture,659.85,7,0.17,-97.32,South,2022-04-17,First Class,Tables
ORD-0701,CUST-8956,Furniture,971.44,7,0.11,168.61,East,2022-02-08,First Class,Tables
ORD-0702,CUST-6124,Furniture,566.57,3,0.16,149.86,West,2023-08-04,Second Class,Tables
ORD-0703,CUST-6585,Furniture,717.61,5,0.09,-76.86,Central,2022-06-29,Standard Class,Bookcases
ORD-0704,CUST-5777,Technology,77.77,1,0.45,251.7,South,2022-01-12,Second Class,Copiers
ORD-0705,CUST-4900,Office Supplies,423.49,1,0.2,-147.81,East,2022-12-05,Same Day,Art
ORD-0706,CUST-7677,Technology,125.19,5,0.12,291.34,Central,2023-12-17,Same Day,Accessories
ORD-0707,CUST-7981,Furniture,616.67,9,0.22,230.12,South,2023-07-02,First Class,Furnishings
ORD-0708,CUST-7376,Furniture,939.1,1,0.16,143.95,Central,2022-05-06,Same Day,Furnishings
ORD-0709,CUST-1523,Furniture,665.16,1,0.37,269.37,Central,2022-03-04,Standard Class,Bookcases
ORD-0710,CUST-3393,Furniture,86.04,4,0.49,161.16,West,2022-03-23,Same Day,Furnishings
ORD-0711,CUST-3593,Office Supplies,361.12,4,0.22,-104.77,Central,2022-10-26,Second Class,Paper
ORD-0712,CUST-8240,Furniture,555.16,2,0.43,21.08,South,2022-02-03,Standard Class,Bookcases
ORD-0713,CUST-7937,Office Supplies,409.18,9,0.28,-164.25,Central,2023-09-01,First Class,Art
ORD-0714,CUST-7190,Furniture,835.31,9,0.08,-5.17,South,2022-02-18,First Class,Tables
ORD-0715,CUST-6240,Office Supplies,816.52,2,0.35,170.8,Central,2023-10-20,Same Day,Art
ORD-0716,CUST-7493,Technology,615.71,9,0.26,-6.78,East,2023-09-29,First Class,Accessories
ORD-0717,CUST-3878,Furniture,379.72,6,0.33,-34.85,West,2023-12-02,Second Class,Bookcases
ORD-0718,CUST-5143,Office Supplies,262.78,8,0.44,97.68,East,2022-02-26,Standard Class,Labels
ORD-0719,CUST-4644,Technology,114.82,4,0.22,236.1,West,2022-04-19,Second Class,Copiers
ORD-0720,CUST-5432,Furniture,361.35,2,0.45,-176.21,South,2023-06-01,Second Class,Bookcases
ORD-0721,CUST-2276,Furniture,419.04,2,0.38,-7.26,West,2022-01-24,Second Class,Bookcases
ORD-0722,CUST-6811,Furniture,679.06,9,0.24,-120.88,Central,2022-08-09,Second Class,Chairs
ORD-0723,CUST-1302,Office Supplies,661.58,1,0.3,147.68,Central,2022-11-11,Standard Class,Labels
ORD-0724,CUST-1638,Office Supplies,79.41,7,0.16,-147.14,East,2022-10-21,Standard Class,Paper
ORD-0725,CUST-1055,Technology,401.31,3,0.49,132.4,West,2022-01-10,Second Class,Phones
ORD-0726,CUST-9717,Office Supplies,189.96,3,0.33,-56.91,South,2023-11-08,Second Class,Labels
ORD-0727,CUST-9150,Office Supplies,165.24,2,0.02,-100.54,South,2023-04-26,First Class,Art
ORD-0728,CUST-3125,Furniture,829.03,6,0.16,268.18,Central,2023-12-28,First Class,Bookcases
ORD-0729,CUST-1364,Furniture,51.5,2,0.31,-190.74,South,2023-09-30,Standard Class,Tables
ORD-0730,CUST-7809,Furniture,424.99,4,0.03,18.89,Central,2022-09-24,First Class,Tables
ORD-0731,CUST-5621,Furniture,176.52,9,0.01,-189.19,Central,2022-03-29,Standard Class,Furnishings
ORD-0732,CUST-6126,Furniture,880.54,9,0.23,41.8,Central,2023-03-31,Standard Class,Furnishings
ORD-0733,CUST-6122,Furniture,561.47,6,0.17,50.52,East,2023-09-18,Same Day,Tables
ORD-0734,CUST-2646,Furniture,239.07,4,0.22,-39.17,East,2023-06-17,Standard Class,Furnishings
ORD-0735,CUST-1918,Technology,507.4,7,0.13,-133.92,Central,2022-05-28,First Class,Accessories
ORD-0736,CUST-3797,Technology,734.17,1,0.08,-11.81,Central,2023-12-30,Same Day,Copiers
ORD-0737,CUST-7506,Technology,958.54,4,0.34,136.13,Central,2023-03-07,First Class,Accessories
ORD-0738,CUST-6870,Technology,228.24,5,0.26,191.2,South,2022-08-30,Standard Class,Phones
ORD-0739,CUST-2531,Furniture,887.32,8,0.1,65.38,Central,2023-12-03,Standard Class,Tables
ORD-0740,CUST-9172,Technology,934.96,2,0.16,94.92,Central,2022-03-07,Second Class,Accessories
ORD-0741,CUST-4345,Furniture,917.26,5,0.3,-99.69,West,2023-01-13,Standard Class,Chairs
ORD-0742,CUST-8673,Technology,639.06,6,0.04,-56.33,West,2023-01-23,Same Day,Phones
ORD-0743,CUST-7949,Office Supplies,633.52,5,0.07,-119.05,West,2022-07-28,Standard Class,Binders
ORD-0744,CUST-7882,Technology,409.18,9,0.04,-75.35,West,2023-02-19,Second Class,Phones
ORD-0745,CUST-2906,Technology,754.87,1,0.41,-87.56,Central,2022-01-16,Standard Class,Accessories
ORD-0746,CUST-4086,Furniture,535.98,3,0.38,59.72,West,2022-10-24,Standard Class,Furnishings
ORD-0747,CUST-9152,Technology,680.66,2,0.38,81.34,South,2022-08-08,Standard Class,Phones
ORD-0748,CUST-6750,Office Supplies,434.17,3,0.36,272.47,South,2023-01-02,Second Class,Art
ORD-0749,CUST-9905,Furniture,734.18,9,0.33,-102.21,West,2022-08-17,First Class,Tables
ORD-0750,CUST-2062,Furniture,826.23,9,0.24,120.84,East,2023-09-23,Standard Class,Furnishings
ORD-0751,CUST-2976,Technology,154.97,2,0.32,208.63,South,2023-03-16,Same Day,Copiers
ORD-0752,CUST-2296,Furniture,834.6,3,0.02,80.12,South,2023-11-21,Second Class,Tables
ORD-0753,CUST-7229,Furniture,544.89,4,0.31,-72.5,West,2023-06-16,Same Day,Tables
ORD-0754,CUST-8641,Furniture,846.22,9,0.39,-68.72,West,2023-03-26,Standard Class,Bookcases
ORD-0755,CUST-1125,Furniture,436.99,3,0.25,-180.37,Central,2022-02-05,Second Class,Chairs
ORD-0756,CUST-5632,Furniture,385.25,7,0.18,-47.28,South,2023-02-26,Standard Class,Chairs
ORD-0757,CUST-7288,Furniture,915.91,3,0.14,172.3,West,2023-09-12,Same Day,Bookcases
ORD-0758,CUST-4596,Office Supplies,258.66,7,0.32,-176.24,West,2022-07-08,Second Class,Labels
ORD-0759,CUST-7168,Technology,845.77,7,0.35,-90.35,Central,2022-06-27,First Class,Phones
ORD-0760,CUST-8561,Office Supplies,489.18,9,0.44,153.12,South,2023-08-31,First Class,Paper
ORD-0761,CUST-9258,Furniture,518.95,2,0.17,191.33,West,2022-11-11,First Class,Tables
ORD-0762,CUST-1232,Furniture,315.38,6,0.38,27.66,Central,2022-01-20,Standard Class,Furnishings
ORD-0763,CUST-7371,Technology,577.31,9,0.28,149.04,West,2023-11-07,Second Class,Accessories
ORD-0764,CUST-5206,Office Supplies,331.96,2,0.44,-6.02,East,2023-01-17,Same Day,Binders
ORD-0765,CUST-8943,Technology,48.88,2,0.26,-120.04,East,2023-09-01,Same Day,Machines
ORD-0766,CUST-7891,Office Supplies,279.28,5,0.26,-0.93,West,2022-05-23,Standard Class,Binders
ORD-0767,CUST-7738,Furniture,16.32,8,0.29,89.98,South,2022-03-03,Standard Class,Furnishings
ORD-0768,CUST-3472,Technology,978.57,9,0.37,274.03,East,2022-08-30,Same Day,Copiers
ORD-0769,CUST-3739,Technology,966.09,2,0.48,-165.62,Central,2022-08-26,Second Class,Accessories
ORD-0770,CUST-6401,Furniture,401.2,5,0.04,53.7,West,2022-05-11,Standard Class,Furnishings
ORD-0771,CUST-2761,Technology,731.09,7,0.03,-35.54,Central,2023-08-28,Second Class,Copiers
ORD-0772,CUST-1876,Office Supplies,352.35,6,0.47,54.16,East,2023-08-26,Same Day,Binders
ORD-0773,CUST-4812,Office Supplies,674.38,6,0.26,-188.01,South,2023-10-07,Second Class,Art
ORD-0774,CUST-2460,Office Supplies,807.38,7,0.31,-43.49,Central,2022-05-03,First Class,Binders
ORD-0775,CUST-2733,Office Supplies,947.29,3,0.24,209.93,East,2023-03-16,Same Day,Labels
ORD-0776,CUST-2605,Furniture,406.21,3,0.05,76.97,East,2022-12-08,First Class,Furnishings
ORD-0777,CUST-6622,Technology,785.47,9,0.38,25.29,East,2023-02-23,Same Day,Accessories
ORD-0778,CUST-7767,Office Supplies,273.27,8,0.37,-57.24,Central,2023-09-22,First Class,Paper
ORD-0779,CUST-7986,Furniture,990.43,5,0.16,-50.98,East,2023-03-31,Second Class,Furnishings
ORD-0780,CUST-4517,Technology,35.51,6,0.15,-8.45,West,2022-07-17,Same Day,Phones
ORD-0781,CUST-4735,Technology,607.49,1,0.42,217.79,East,2022-10-09,Same Day,Phones
ORD-0782,CUST-9434,Furniture,662.91,1,0.04,283.61,West,2022-01-01,First Class,Furnishings
ORD-0783,CUST-3590,Furniture,691.17,4,0.44,19.33,South,2023-12-24,Second Class,Chairs
ORD-0784,CUST-2063,Office Supplies,129.18,2,0.13,-3.32,West,2022-11-28,Same Day,Labels
ORD-0785,CUST-5324,Technology,939.14,7,0.3,223.28,South,2022-07-31,Standard Class,Accessories
ORD-0786,CUST-6342,Technology,189.37,2,0.47,13.45,South,2022-03-28,First Class,Phones
ORD-0787,CUST-1005,Furniture,626.53,2,0.34,76.01,West,2023-10-27,Same Day,Tables
ORD-0788,CUST-8489,Technology,230.45,5,0.21,-84.53,South,2023-11-30,Second Class,Copiers
ORD-0789,CUST-9659,Office Supplies,314.14,4,0.34,171.75,West,2022-03-02,Second Class,Paper
ORD-0790,CUST-9195,Technology,550.99,8,0.17,65.99,Central,2022-04-05,Second Class,Copiers
ORD-0791,CUST-6966,Furniture,423.02,4,0.14,204.52,South,2023-07-07,Second Class,Tables
ORD-0792,CUST-9837,Furniture,168.62,6,0.5,190.37,West,2022-05-27,First Class,Tables
ORD-0793,CUST-1117,Office Supplies,179.23,5,0.38,-92.5,South,2022-09-03,Same Day,Binders
ORD-0794,CUST-3551,Office Supplies,423.96,2,0.32,157.82,East,2023-10-06,First Class,Paper
